featured,show-hide,url-evergreen,year-display,project-name_FULL,project-name,project-slug,project-addon,grant-id,organizations,full-description,short-statement,keywords,amount,amount-numeric,date-authorized,count,photo,website,superprogram,program,type,funding-round,first-letter,lookup,lookup2,wordpress-id,grouping,notes
,show,/projects/2017/#who-will-survive-in-america-a-panel-on-police-border-patrol-brutality,2017,Who Will Survive in America?: A Panel On Police & Border Patrol Brutality,Who Will Survive in America?: A Panel On Police & Border Patrol Brutality,who-will-survive-in-america-a-panel-on-police-border-patrol-brutality,"$500 » Thomas Merton Center, 2017 100 Days sponsorship",3148-100DAYS,Thomas Merton Center,"Who Will Survive in America?: A Panel On Police & Border Patrol Brutality, an event hosted by the Thomas Merton Center, is a panel that will focus on the connections between border patrol brutality and police brutality with speakers who have experienced e",,"police, panels, patrol, borders, focus, america, connections, amp, speakers",$500,500,2/6/2017,1,,,Community,100 Days,sponsorship,,w,Community_2017_100 Days,Community_100 Days_show,,,
TRUE,show,/projects/highlights/community/#i-wish-to-say,2017,I Wish to Say,I Wish to Say,i-wish-to-say,"$500 » Greater Pittsburgh Arts Council, 2017 100 Days sponsorship",3186-100DAYS,Greater Pittsburgh Arts Council,"I Wish to Say, an event hosted by the Greater Pittsburgh Arts Council, is a public art performance inviting people to draft letters to the new President of the United States. The performances took place in Market Square on April 28-29, 2017.",Inviting people to draft letters to the new President of the United States with a community art event in Market Square.,"arts, art, draft, council, wish, letters, market square",$500,500,6/30/2017,1,/photos/projects/i-wish-to-say.jpg,,Community,100 Days,sponsorship,,i,Community_2017_100 Days,Community_100 Days_show,,,
FALSE,show,/projects/b/#bus-stop-beauties---autumn-williams,2017,Bus Stop Beauties - Autumn Williams,Bus Stop Beauties,bus-stop-beauties---autumn-williams,"$1,000 » Autumn Williams, 2017 One Northside project support",3187-ONS,Autumn Williams,"Autumn Williams’ Quality of Place project for Perry North / Observatory Hill brings a neglected flower bed at a Perrysville Avenue bus stop back to life. Now that the city is no longer maintaining the flower bed, residents will plant and take care of perenials in the flower bed.",,"avenues, flowers, bus, stops, plants, care, autumn, quality","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,b,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/c/#cinemagic-in-troy-hill---troy-hill-citizens,2017,Cinemagic in Troy Hill - Troy Hill Citizens,Cinemagic in Troy Hill,cinemagic-in-troy-hill---troy-hill-citizens,"$1,000 » Troy Hill Citizens, 2017 One Northside project support",3188-ONS,Troy Hill Citizens,"Patty Renwick’s Quality of Place project for Troy Hill, a project of Troy Hill Citizens, enables a neighborhood movie series to continue into its second year. The movies will be shown using the Northside Sound System equipment at Troy Hill Citizens Park when the weather is nice and Provident Charter School in the early winter. Neighborhood youth will help set up and hand out snacks at the movie screenings, which will focus on educational and environmental films.",,"movies, hills, screenings, neighborhoods, patty, films, snacks, nice","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,c,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/e/#establishing-connected-4-community---new-sun-rising,2017,Establishing Connected 4 Community - New Sun Rising,Establishing Connected 4 Community,establishing-connected-4-community---new-sun-rising,"$1,000 » New Sun Rising, 2017 One Northside project support",3190-ONS,New Sun Rising,"Kelly Day’s Quality of Place project in Brighton Heights, a project fiscally sponsored by New Sun Rising, creates a community group within census tract #2703. The group will work to help neighbors get to know each other and advocate for what is best for their community through monthly meetings, newsletters, and community events such as a neighborhood BBQ.  They will also work to make the neighborhood more visually appealing and connected with solar lights, outdoor games, and a community bulletin board.",,"bulletin, lights, newsletters, advocates, meetings, neighbors, kelly, quality","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,e,Community_2017_One Northside,Community_One Northside_show,,,
,hide,,2017,_FAILED__Urban Impact Singers LIVE!,_FAILED__Urban Impact Singers LIVE!,failedurban-impact-singers-live,,3200-ONS,Urban Impact Foundation,N/A,,,$0,0,6/30/2017,0,,,Community,One Northside,project support,,f,Community_2017_One Northside,Community_One Northside_hide,,,
FALSE,show,/projects/f/#front-door-campaign---northside-common-ministries,2017,Front Door Campaign - Northside Common Ministries,Front Door Campaign,front-door-campaign---northside-common-ministries,"$1,000 » Northside Common Ministries, 2017 One Northside project support",3191-ONS,Northside Common Ministries,"Anne George’s Quality of Place project for Fineview helps to create a dignified entrance to the Northside Food Pantry through the installation of a sign, lighting, and new paint for the door. The professionally made sign will be lit with LED bulbs in order to raise visibility and increase safety while the overall updates will work to maintain the sense of dignity volunteers and staff want all patrons to feel when they are there.",,"installations, patrons, paints, bulbs, visibility, updates, doors, anne, signs","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,f,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/l/#lot-of-good-times---fineview-citizens-council,2017,A Lot of Good Times - Fineview Citizens Council,A Lot of Good Times,lot-of-good-times---fineview-citizens-council,"$1,000 » Fineview Citizens Council, 2017 One Northside project support",3203-ONS,Fineview Citizens Council,"Christine Whispell’s Quality of Place project for Fineview, a project of Fineview Citizens Council, transforms a neglected and under-utilized parking lot into a community event space. A lot cleanup will clear away debris and fix the pedestrian pathways between the street and the parking lot. Additionally, lighting will be installed and trees blocking visibility from the street will be cleared to make the parking lot safer for the community to use for events.",,"lots, streets, lighting, visibility, cleanup, debris, pathways, trees","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,l,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/m/#manchester-growing-together-gardenfarm-is-powered-up---pittsburgh-struggling-students-association,2017,Manchester Growing Together Garden/Farm is POWERED UP! - Pittsburgh Struggling Students Association,Manchester Growing Together Garden/Farm is POWERED UP!,manchester-growing-together-gardenfarm-is-powered-up---pittsburgh-struggling-students-association,"$1,000 » Pittsburgh Struggling Students Association, 2017 One Northside project support",3192-ONS,Pittsburgh Struggling Students Association,"Lisa Freeman’s Quality of Place project for Manchester, a project of Pittsburgh Struggling Student Association, brings electricity to the community farm in order to expand the offerings. Not only will electricity allow programming to take place all year around and in the evenings, but it will also enable the farm to expand it’s programming by having cooking classes for low-income families, artistic performances, and film screenings.",,"evenings, electricity, offerings, screenings, farms, cooking, classes, manchester","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,m,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/m/#matching-funds-for-neighbor-to-neighbor-project-leaders---in-our-backyards-inc,2017,"Matching Funds for Neighbor-to-Neighbor Project Leaders - In Our Backyards, Inc.",Matching Funds for Neighbor-to-Neighbor Project Leaders,matching-funds-for-neighbor-to-neighbor-project-leaders---in-our-backyards-inc,"$2,500 » In Our Backyards, Inc., 2017 One Northside project support",3204-ONS,"In Our Backyards, Inc.","Matching dollars within a $2,500 pool to be made available for supported projects that will enable them to receive small contributions via the ioby.org shared crowdfunding platform and leverage resources to extend or sustain the initially grant-funded efforts. Partnership with Pittsburgh’s ioby Action Strategist Miriam Parson will assist Sprout in connecting with project leaders and developing meaningful crowdsourcing campaigns for Northside projects.",,"org, dollars, strategist, via, campaigns, resources, contributions, pool","$2,500",2500,6/30/2017,1,,,Community,One Northside,project support,,m,Community_2017_One Northside,Community_One Northside_show,,,
FALSE,show,/projects/n/#north-side-national-night-out-2017---providence-connections,2017,North Side National Night Out 2017 - Providence Connections,North Side National Night Out 2017,north-side-national-night-out-2017---providence-connections,"$1,000 » Providence Connections, 2017 One Northside project support",3193-ONS,Providence Connections,"Samantha Ellwood’s Quality of Place project, a project of Providence Connections, in Marshall-Shadeland is part of a annual national movement that focuses on a community-building campaign, promoting police-community partnerships and neighborhood camaraderie. The North Side Night out will help to build the relationships needed for strong communication and a strong community through positive interactive. The event will begin with a cookout at Providence Connections followed by a community parade down Brighton Road to continue the festivities at Carnegie Library of Pittsburgh – Woods Run.",,"providence, parades, partnerships, festivities, camaraderie, woods, communications","$1,000",1000,6/30/2017,1,,,Community,One Northside,project support,,n,Community_2017_One Northside,Community_One Northside_show,,,
TRUE,show,/projects/highlights/community/#pigeon-positivity,2017,Pigeon Positivity,Pigeon Positivity,pigeon-positivity,"$1,000 » ioby, 2017 One Northside project support",3195-ONS,ioby,"Linda Wallen’s Quality of Place project for Spring Hill / City View, a project fiscally sponsored by ioby, uses the creation of public art to bring together Spring Hill Elementary students and elderly residents at St. Ambrose high-rise to decorate ceramic pigeons. The pigeons will be mounted in public places throughout the Spring Hill and a scavenger hunt map will be created in order to engage other members of the community in the project.",Using the creation and installation of public art to bring together elementary students and elderly residents on the Northside.,"scavenger, hunt, hills, spring hill, linda, residents, maps, ambrose","$1,000",1000,6/30/2017,1,/photos/projects/pigeon-positivity.jpg,,Community,One Northside,project support,,p,Community_2017_One Northside,Community_One Northside_show,,,Year Feature
